0001101100101101,0000000000000000
1101000110110100,0110110011001001
1111000010000001,1110000101100001
0101110100010101,1101001111010110
0110100110001000,1100010110010000
0100010001110001,1011011100000100
1010111110000010,0101101110000110
0110100001110000,1110111110100100
0010101110010111,0101011010101101
0001010101000101,0010111110001010
1110011010001101,1111010000010100
1100011100100110,1101010111001111
1000001111100110,0101100110010001
0111111001000000,1101111101110001
1000011110010001,0100011011010110
1001010101010100,1010001101010001
1100100101011001,1111010101111100
1010011110100010,1000100100001101
1110111101011111,0101000000100010
1100011111101010,1011101101011101
1111111001000000,0100011101111101
0111011000000010,1001111011000111
1111011110001111,1010010000001000
0010100000001001,1100100011100010
1101110001101001,0000000111000011
0011010111011010,1000101101010100
1111011010111110,1101111010101010
1000100010010011,1110100001010000
0111001010101110,1010111110110000
1100001111111101,1010000001100110
0101101001000011,1100010001100101
1110011011100110,0011010100011101
0000111111101001,0000000000000000
1110011011100110,1100101011100011
0101101001000011,0011101110011011
1100001111111101,0101111110011010
0111001010101110,0101000001010000
1000100010010011,0001011110110000
1111011010111110,0010000101010110
0011010111011010,0111010010101100
1101110001101001,1111111000111101
0010100000001001,0011011100011110
1111011110001111,0101101111111000
0111011000000010,0110000100111001
1111111001000000,1011100010000011
1100011111101010,0100010010100011
1110111101011111,1010111111011110
1010011110100010,0111011011110011
1100100101011001,0000101010000100
1001010101010100,0101110010101111
1000011110010001,1011100100101010
0111111001000000,0010000010001111
1000001111100110,1010011001101111
1100011100100110,0010101000110001
1110011010001101,0000101111101100
0001010101000101,1101000001110110
0010101110010111,1010100101010011
0110100001110000,0001000001011100
1010111110000010,1010010001111010
0100010001110001,0100100011111100
0110100110001000,0011101001110000
0101110100010101,0010110000101010
1111000010000001,0001111010011111
1101000110110100,1001001100110111
